VariantName,nsuCountRead,actif_count,ActRate,Nb_Mut
DCA_TM_2707,3,0,,25
DCA_SB_75_135,88,0,,87
DCA_TM_2408,70,0,,46
DCA_TM_3051,117,0,,43
DCA_TM_1389,14,0,,36
DCA_SB_75_203,184,0,,105
FULL_3D_CONST_618,88,0,,95
AZO_RM_393,36,0,,69
AZO_RU_30_mut_928,36,0,,15
AZO_RM_30_mut_444,50,0,,7
AZO_RU_30_mut_828,79,0,,14
AZO_RM_68,68,0,,53
DCA_SB_50_288,92,0,,76
DCA_SB_50_468,54,0,,74
DCA_SB_75_760,144,0,,70
DCA_SB_75_511,49,0,,75
AZO_RU_30_mut_66,73,0,,17
FULL_3D_CONST_359,89,0,,96
DCA_TM_4501,68,0,,44
AZO_RU_30_mut_119,86,0,,15
DCA_SB_50_426,42,0,,79
DCA_TM_2339,38,0,,51
AZO_RM_30_mut_248,49,0,,11
DCA_SB_50_532,143,0,,81
AZO_RU_30_mut_556,64,0,,19
DCA_TM_2055,82,0,,42
MIN_CONST_74,217,0,,138
DCA_TM_192,21,0,,51
AZO_RM_230,101,0,,61
AZO_RM_83,233,0,,55
DCA_TM_2630,25,0,,45
MIN_CONST_684,255,0,,140
DCA_TM_2000,63,0,,40
FULL_3D_CONST_962,100,0,,90
DCA_TM_2052,47,0,,40
FULL_3D_CONST_310,303,0,,93
DCA_SB_75_248,111,0,,73
DCA_TM_682,53,0,,37
MIN_CONST_813,293,0,,143
AZO_RM_609,66,0,,57
DCA_TM_295,43,0,,42
AZO_RU_30_mut_609,65,0,,16
DCA_SB_50_745,49,0,,26
DCA_SB_50_515,26,0,,77
DCA_TM_430,69,0,,50
DCA_SB_50_828,38,0,,53
AZO_RM_30_mut_67,82,0,,10
DCA_TM_2836,90,0,,52
MIN_CONST_685,201,0,,139
DCA_TM_3599,104,0,,40
DCA_TM_4559,31,0,,43
DCA_TM_446,38,0,,37
MIN_CONST_284,334,0,,139
DCA_SB_50_978,76,0,,27
DCA_TM_3993,27,0,,48
AZO_RM_259,101,0,,58
MIN_CONST_515,253,0,,138
AZO_RU_30_mut_803,85,0,,19
DCA_TM_2691,86,0,,51
AZO_RM_323,74,0,,52
DCA_SB_75_826,54,0,,84
DCA_TM_2519,27,0,,42
AZO_RM_283,84,0,,58
DCA_TM_2268,26,0,,49
DCA_TM_876,63,0,,41
AZO_RM_501,56,0,,59
AZO_RU_30_mut_459,140,0,,18
DCA_TM_1382,40,0,,25
AZO_RM_212,44,0,,54
DCA_TM_2853,121,0,,44
DCA_TM_778,35,0,,49
AZO_RU_30_mut_12,119,0,,16
DCA_SB_75_794,74,0,,89
AZO_RM_677,71,0,,60
DCA_TM_4866,63,0,,39
AZO_RM_26,124,0,,60
AZO_RU_30_mut_764,49,0,,16
DCA_SB_50_863,48,0,,75
DCA_SB_50_927,56,0,,70
AZO_RM_30_mut_594,50,0,,10
FULL_3D_CONST_214,161,0,,88
FULL_3D_CONST_775,146,0,,94
MIN_CONST_856,277,0,,138
DCA_SB_50_705,101,0,,63
DCA_TM_1758,13,0,,37
AZO_RM_985,87,0,,57
AZO_RU_30_mut_884,67,0,,16
DCA_TM_1048,52,0,,39
DCA_TM_3201,38,0,,49
AZO_RM_559,123,0,,52
AZO_RU_30_mut_490,154,0,,19
DCA_SB_50_441,51,0,,79
FULL_3D_CONST_84,110,0,,94
AZO_RU_30_mut_337,83,0,,19
DCA_SB_75_530,57,0,,73
DCA_SB_75_432,27,0,,61
DCA_TM_980,28,0,,42
DCA_TM_1841,33,0,,47
DCA_TM_3189,24,0,,43
AZO_RM_76,41,0,,48
AZO_RM_30_mut_290,16,0,,7
AZO_RM_30_mut_301,75,0,,7
AZO_RU_30_mut_177,37,0,,17
DCA_TM_1686,53,0,,49
DCA_SB_50_466,102,0,,65
DCA_TM_390,43,0,,42
AZO_RM_249,82,0,,58
FULL_3D_CONST_387,36,0,,99
MIN_CONST_354,78,0,,128
DCA_SB_50_928,113,0,,69
DCA_TM_3854,37,0,,40
AZO_RM_273,47,0,,62
DCA_TM_4315,75,0,,44
DCA_TM_4388,66,0,,44
DCA_TM_2702,76,0,,46
DCA_SB_50_619,121,0,,85
MIN_CONST_900,175,0,,137
AZO_RM_853,64,0,,52
DCA_SB_75_764,42,0,,67
AZO_RM_468,87,0,,59
DCA_SB_50_741,44,0,,64
AZO_RM_30_mut_217,70,0,,8
AZO_RM_30_mut_398,68,0,,10
DCA_TM_4842,107,0,,40
MIN_CONST_217,137,0,,126
AZO_RM_138,29,0,,47
DCA_SB_50_269,119,0,,64
AZO_RM_91,67,0,,57
MIN_CONST_257,152,0,,131
AZO_RM_30_mut_819,40,0,,6
AZO_RM_483,73,0,,54
MIN_CONST_185,464,0,,139
AZO_RM_30_mut_155,53,0,,9
DCA_SB_75_458,101,0,,42
DCA_SB_75_182,37,0,,65
DCA_TM_1575,37,0,,36
DCA_TM_4135,40,0,,42
AZO_RM_30_mut_509,62,0,,8
FULL_3D_CONST_176,145,0,,90
DCA_SB_75_486,72,0,,68
DCA_TM_3691,47,0,,43
DCA_SB_75_553,84,0,,102
DCA_TM_2115,37,0,,37
DCA_TM_2086,29,0,,51
DCA_TM_904,12,0,,37
DCA_TM_2574,21,0,,44
DCA_SB_75_520,110,0,,83
DCA_TM_576,24,0,,39
DCA_TM_2070,65,0,,54
DCA_SB_50_311,83,0,,76
DCA_TM_3593,135,0,,44
AZO_RM_604,23,0,,63
DCA_SB_50_205,142,0,,87
DCA_TM_727,1,0,,50
AZO_RM_30_mut_572,32,0,,8
DCA_TM_567,34,0,,38
AZO_RM_915,91,0,,56
AZO_RU_30_mut_586,147,0,,13
DCA_SB_50_86,94,0,,55
FULL_3D_CONST_267,173,0,,94
FULL_3D_CONST_49,34,0,,96
DCA_TM_3181,6,0,,32
DCA_SB_50_517,96,0,,63
AZO_RU_30_mut_535,69,0,,13
DCA_SB_50_880,97,0,,74
FULL_3D_CONST_448,106,0,,90
DCA_SB_75_529,290,0,,103
DCA_SB_50_84,134,0,,80
AZO_RU_30_mut_1,90,0,,19
DCA_TM_2243,76,0,,48
DCA_SB_50_459,74,0,,76
FULL_3D_CONST_789,32,0,,95
DCA_TM_4309,35,0,,39
DCA_TM_86,12,0,,41
DCA_TM_1740,25,0,,48
DCA_TM_3464,91,0,,32
AZO_RM_30_mut_196,81,0,,10
DCA_SB_50_204,51,0,,78
MIN_CONST_56,37,0,,139
DCA_SB_75_424,36,0,,73
AZO_RU_30_mut_120,99,0,,13
DCA_TM_4305,87,0,,43
DCA_SB_75_291,56,0,,90
DCA_TM_1109,51,0,,45
DCA_TM_2549,21,0,,41
DCA_TM_3140,93,0,,46
AZO_RU_30_mut_755,71,0,,16
MIN_CONST_905,125,0,,141
DCA_TM_3842,130,0,,52
DCA_TM_3340,55,0,,23
DCA_TM_325,52,0,,37
DCA_SB_75_719,68,0,,47
DCA_TM_565,51,0,,44
AZO_RM_30_mut_797,66,0,,9
AZO_RM_30_mut_626,21,0,,8
MIN_CONST_11,216,0,,132
AZO_RM_118,126,0,,63
AZO_RM_198,46,0,,49
DCA_SB_75_467,31,0,,73
DCA_TM_3570,37,0,,47
DCA_SB_50_543,34,0,,83
DCA_TM_1965,29,0,,42
DCA_SB_75_688,102,0,,73
DCA_TM_498,50,0,,49
DCA_SB_75_606,53,0,,74
MIN_CONST_224,172,0,,125
DCA_SB_75_762,21,0,,67
AZO_RU_30_mut_797,113,0,,17
AZO_RM_329,92,0,,53
FULL_3D_CONST_631,153,0,,97
AZO_RM_30_mut_843,71,0,,8
DCA_SB_75_354,72,0,,68
AZO_RM_787,40,0,,45
DCA_TM_959,57,0,,40
DCA_SB_75_675,134,0,,70
DCA_SB_75_78,47,0,,67
DCA_TM_3973,102,0,,28
AZO_RM_30_mut_700,47,0,,10
DCA_SB_75_399,61,0,,65
AZO_RM_736,58,0,,51
AZO_RU_30_mut_717,84,0,,16
AZO_RM_421,60,0,,58
DCA_TM_4132,58,0,,45
AZO_RM_30_mut_978,19,0,,7
MIN_CONST_920,39,0,,130
DCA_TM_417,27,0,,42
DCA_TM_4369,70,0,,46
AZO_RM_30_mut_237,78,0,,11
AZO_RU_30_mut_155,49,0,,16
AZO_RM_30_mut_784,89,0,,8
AZO_RU_30_mut_669,41,0,,14
AZO_RM_747,124,0,,55
DCA_TM_3975,36,0,,38
AZO_RM_209,96,0,,53
DCA_SB_50_826,14,0,,84
DCA_TM_1312,46,0,,40
DCA_SB_50_592,166,0,,67
DCA_SB_75_238,180,0,,83
DCA_SB_75_740,76,0,,67
DCA_SB_75_437,45,0,,74
AZO_RU_30_mut_11,76,0,,20
AZO_RU_30_mut_99,59,0,,17
DCA_TM_2018,41,0,,38
AZO_RM_656,126,0,,55
DCA_SB_50_59,48,0,,70
AZO_RU_30_mut_255,98,0,,18
DCA_TM_3520,64,0,,46
DCA_TM_4247,70,0,,48
DCA_SB_50_52,148,0,,87
AZO_RM_14,39,0,,57
DCA_SB_75_387,130,0,,64
DCA_TM_719,4,0,,48
DCA_SB_50_338,53,0,,77
DCA_TM_2311,77,0,,44
DCA_SB_75_617,62,0,,68
FULL_3D_CONST_976,211,0,,92
DCA_SB_75_216,124,0,,93
DCA_TM_3698,45,0,,43
AZO_RU_30_mut_243,47,0,,16
AZO_RM_546,36,0,,49
AZO_RU_30_mut_128,31,0,,21
FULL_3D_CONST_410,44,0,,99
DCA_TM_3829,39,0,,50
DCA_TM_2813,69,0,,42
DCA_TM_1957,32,0,,45
DCA_TM_473,3,0,,44
DCA_SB_75_393,45,0,,67
DCA_SB_75_194,48,0,,63
DCA_TM_3133,50,0,,38
DCA_SB_75_30,66,0,,57
DCA_SB_75_235,66,0,,84
DCA_TM_655,103,0,,53
DCA_SB_50_668,53,0,,82
AZO_RU_30_mut_555,81,0,,14
DCA_TM_851,49,0,,42
AZO_RM_808,41,0,,66
DCA_SB_50_29,73,0,,65
DCA_SB_50_730,70,0,,67
AZO_RM_717,61,0,,57
DCA_TM_1792,56,0,,46
DCA_SB_75_729,101,0,,38
DCA_TM_1281,28,0,,43
DCA_SB_50_283,191,0,,74
DCA_TM_3105,55,0,,43
DCA_TM_2721,70,0,,26
AZO_RU_30_mut_508,152,0,,20
DCA_TM_3526,4,0,,42
DCA_TM_3231,16,0,,45
DCA_SB_50_733,115,0,,85
AZO_RU_30_mut_271,76,0,,14
AZO_RM_30_mut_313,49,0,,11
AZO_RU_30_mut_909,67,0,,12
AZO_RM_564,75,0,,60
AZO_RM_30_mut_601,42,0,,10
DCA_TM_12,2,0,,51
AZO_RM_517,67,0,,66
DCA_TM_1469,40,0,,46
AZO_RM_217,69,0,,66
DCA_TM_2671,44,0,,43
FULL_3D_CONST_259,398,0,,91
AZO_RU_30_mut_254,61,0,,18
AZO_RU_30_mut_432,51,0,,14
AZO_RM_78,85,0,,54
AZO_RM_692,51,0,,56
DCA_TM_1745,40,0,,43
AZO_RM_750,50,0,,49
DCA_TM_3393,39,0,,51
DCA_TM_2898,62,0,,46
DCA_TM_2584,88,0,,51
DCA_TM_331,25,0,,41
DCA_SB_50_857,14,0,,56
AZO_RM_30_mut_147,28,0,,9
AZO_RU_30_mut_754,62,0,,15
MIN_CONST_522,117,0,,133
nnm_ter_4,26,0,,89
AZO_RU_30_mut_901,72,0,,17
AZO_RU_30_mut_30,46,0,,16
AZO_RM_30_mut_334,60,0,,10
DCA_SB_50_448,17,0,,74
DCA_TM_4905,65,0,,42
AZO_RM_160,74,0,,56
AZO_RM_861,123,0,,55
AZO_RM_762,53,0,,61
AZO_RU_30_mut_458,72,0,,17
MIN_CONST_482,217,0,,129
DCA_TM_4896,61,0,,44
DCA_SB_75_277,22,0,,92
DCA_SB_50_690,53,0,,76
DCA_SB_75_534,65,0,,75
DCA_TM_2414,22,0,,45
DCA_SB_75_16,82,0,,86
AZO_RM_30_mut_961,53,0,,8
DCA_SB_50_500,25,0,,54
AZO_RU_30_mut_104,70,0,,15
DCA_TM_434,63,0,,32
AZO_RM_31,115,0,,60
AZO_RM_30_mut_773,91,0,,6
DCA_SB_75_436,163,0,,104
AZO_RM_30_mut_280,49,0,,9
DCA_TM_2897,20,0,,42
AZO_RM_64,28,0,,58
DCA_TM_2486,37,0,,49
DCA_TM_2178,1,0,,53
AZO_RM_488,71,0,,63
MIN_CONST_770,115,0,,133
AZO_RM_542,137,0,,49
DCA_TM_4853,59,0,,43
AZO_RM_30_mut_982,32,0,,10
DCA_SB_75_2,216,0,,82
AZO_RM_916,53,0,,70
DCA_SB_50_788,286,0,,73
DCA_TM_2664,18,0,,53
FULL_3D_CONST_662,154,0,,98
DCA_SB_75_726,159,0,,66
DCA_SB_75_101,129,0,,86
DCA_TM_3955,35,0,,46
DCA_TM_2465,30,0,,37
AZO_RM_18,106,0,,49
DCA_SB_50_946,208,0,,56
DCA_TM_2889,31,0,,45
AZO_RM_30_mut_941,43,0,,8
AZO_RM_842,74,0,,61
AZO_RM_833,120,0,,56
DCA_TM_4752,64,0,,43
AZO_RU_30_mut_891,94,0,,16
DCA_TM_3657,47,0,,49
AZO_RU_30_mut_608,64,0,,21
AZO_RM_30_mut_399,54,0,,9
DCA_TM_3989,35,0,,50
NAT_GII_sel_JH725020.1/1403168-1402965,105,0,,119
DCA_SB_75_403,30,0,,61
DCA_TM_384,40,0,,39
FULL_3D_CONST_133,239,0,,89
DCA_TM_2279,22,0,,23
FULL_3D_CONST_239,13,0,,95
AZO_RM_7,55,0,,59
DCA_TM_577,55,0,,44
DCA_TM_4758,94,0,,50
DCA_SB_50_976,83,0,,77
AZO_RM_786,80,0,,48
DCA_SB_50_436,41,0,,75
MIN_CONST_367,33,0,,142
DCA_TM_149,32,0,,46
FULL_3D_CONST_396,21,0,,101
DCA_SB_75_73,32,0,,58
DCA_TM_652,34,0,,41
DCA_SB_50_652,58,0,,63
AZO_RM_30_mut_737,70,0,,8
DCA_TM_2406,31,0,,43
DCA_SB_50_778,21,0,,54
FULL_3D_CONST_53,96,0,,103
DCA_SB_50_214,63,0,,50
DCA_SB_50_886,60,0,,73
AZO_RU_30_mut_105,81,0,,15
DCA_TM_3471,56,0,,43
AZO_RU_30_mut_948,108,0,,19
MIN_CONST_347,144,0,,148
MIN_CONST_841,59,0,,132
AZO_RM_171,119,0,,60
DCA_TM_1168,23,0,,44
DCA_TM_4425,90,0,,43
DCA_SB_50_296,120,0,,69
FULL_3D_CONST_689,78,0,,92
DCA_TM_768,61,0,,51
AZO_RU_30_mut_122,35,0,,23
AZO_RU_30_mut_906,130,0,,14
AZO_RU_30_mut_455,85,0,,16
AZO_RU_30_mut_305,58,0,,17
AZO_RU_30_mut_843,40,0,,16
DCA_TM_1952,22,0,,51
DCA_TM_3288,60,0,,52
DCA_TM_587,27,0,,49
AZO_RU_30_mut_793,55,0,,13
DCA_TM_630,30,0,,37
AZO_RU_30_mut_987,68,0,,15
DCA_TM_4061,74,0,,53
AZO_RU_30_mut_968,109,0,,14
DCA_SB_50_877,35,0,,84
AZO_RU_30_mut_995,97,0,,14
DCA_SB_75_158,23,0,,72
DCA_SB_75_24,15,0,,80
DCA_TM_2676,10,0,,50
AZO_RU_30_mut_143,73,0,,14
DCA_TM_2757,41,0,,27
AZO_RM_30_mut_80,114,0,,9
FULL_3D_CONST_806,104,0,,94
DCA_TM_277,10,0,,46
DCA_TM_1883,31,0,,44
DCA_TM_4636,102,0,,43
AZO_RM_245,66,0,,54
DCA_TM_596,33,0,,39
AZO_RM_30_mut_656,62,0,,6
DCA_TM_1715,36,0,,44
AZO_RU_30_mut_986,56,0,,17
FULL_3D_CONST_402,208,0,,100
AZO_RM_30_mut_455,53,0,,5
DCA_SB_50_552,49,0,,70
DCA_TM_953,29,0,,48
DCA_SB_75_271,37,0,,64
DCA_TM_993,7,0,,52
AZO_RU_30_mut_610,64,0,,18
DCA_TM_3369,2,0,,53
FULL_3D_CONST_705,106,0,,94
AZO_RU_30_mut_265,63,0,,16
FULL_3D_CONST_593,89,0,,90
AZO_RM_492,22,0,,57
FULL_3D_CONST_497,47,0,,88
DCA_TM_3431,61,0,,41
AZO_RU_30_mut_626,23,0,,16
AZO_RU_30_mut_855,93,0,,12
AZO_RU_30_mut_410,79,0,,19
AZO_RU_30_mut_542,74,0,,15
DCA_TM_4377,77,0,,50
DCA_SB_50_330,61,0,,29
DCA_SB_75_59,121,0,,82
DCA_TM_470,28,0,,39
AZO_RM_30_mut_171,78,0,,11
AZO_RU_30_mut_417,128,0,,21
DCA_TM_2044,48,0,,48
DCA_TM_2541,88,0,,51
FULL_3D_CONST_744,105,0,,90
AZO_RM_369,75,0,,59
AZO_RU_30_mut_324,58,0,,15
DCA_SB_75_535,97,0,,65
DCA_TM_4056,30,0,,41
DCA_TM_1540,31,0,,47
DCA_SB_75_391,40,0,,89
AZO_RU_30_mut_878,52,0,,11
DCA_SB_75_823,30,0,,65
DCA_TM_4993,16,0,,41
FULL_3D_CONST_752,93,0,,93
AZO_RU_30_mut_877,64,0,,15
AZO_RU_30_mut_913,33,0,,17
DCA_TM_4979,53,0,,38
DCA_TM_55,51,0,,38
DCA_TM_2518,53,0,,34
DCA_TM_938,90,0,,49
AZO_RM_30_mut_618,42,0,,9
AZO_RU_30_mut_201,36,0,,14
AZO_RM_809,36,0,,56
DCA_SB_50_640,13,0,,79
DCA_TM_179,51,0,,39
AZO_RU_30_mut_886,190,0,,18
AZO_RM_30_mut_877,33,0,,6
DCA_TM_4524,19,0,,42
AZO_RU_30_mut_517,69,0,,16
AZO_RU_30_mut_851,40,0,,15
DCA_SB_50_800,55,0,,59
DCA_SB_50_672,41,0,,78
DCA_TM_4162,69,0,,48
FULL_3D_CONST_849,167,0,,96
DCA_SB_75_564,58,0,,81
AZO_RM_312,79,0,,62
DCA_TM_4244,40,0,,36
AZO_RM_30_mut_592,43,0,,9
AZO_RU_30_mut_670,75,0,,17
FULL_3D_CONST_558,20,0,,95
DCA_TM_1489,16,0,,52
FULL_3D_CONST_734,68,0,,96
DCA_TM_4557,20,0,,41
DCA_TM_3618,79,0,,47
DCA_TM_3280,35,0,,41
AZO_RM_30_mut_542,47,0,,8
FULL_3D_CONST_88,42,0,,100
AZO_RU_30_mut_830,103,0,,11
DCA_TM_2867,66,0,,48
DCA_SB_75_565,54,0,,67
AZO_RM_30_mut_184,52,0,,10
FULL_3D_CONST_198,23,0,,98
DCA_SB_75_631,56,0,,23
AZO_RM_30_mut_738,44,0,,7
AZO_RM_30_mut_979,39,0,,9
DCA_SB_75_179,135,0,,79
DCA_SB_50_251,43,0,,80
AZO_RM_30_mut_605,41,0,,10
DCA_SB_50_810,167,0,,73
DCA_SB_50_2,95,0,,67
DCA_TM_2133,62,0,,43
DCA_TM_4814,38,0,,26
FULL_3D_CONST_872,23,0,,96
DCA_TM_335,66,0,,40
DCA_TM_4803,21,0,,39
DCA_TM_3791,43,0,,48
AZO_RU_30_mut_179,77,0,,20
DCA_TM_39,72,0,,46
DCA_TM_2110,16,0,,39
DCA_SB_75_444,60,0,,98
DCA_TM_159,24,0,,51
AZO_RU_30_mut_456,79,0,,18
DCA_SB_75_408,162,0,,74
DCA_SB_50_614,100,0,,81
AZO_RU_30_mut_864,157,0,,18
DCA_TM_4824,29,0,,44
DCA_TM_269,44,0,,42
DCA_SB_50_747,45,0,,78
DCA_SB_50_511,133,0,,66
DCA_TM_187,39,0,,50
AZO_RU_30_mut_942,75,0,,20
DCA_SB_50_811,127,0,,77
AZO_RU_30_mut_847,53,0,,16
AZO_RU_30_mut_911,72,0,,20
DCA_TM_3869,62,0,,47
AZO_RM_587,49,0,,57
DCA_SB_50_960,44,0,,75
AZO_RU_30_mut_473,65,0,,16
DCA_TM_3760,31,0,,51
DCA_SB_75_821,78,0,,54
AZO_RM_30_mut_186,34,0,,9
DCA_SB_75_76,134,0,,79
DCA_SB_50_42,61,0,,80
DCA_TM_1989,47,0,,37
DCA_SB_75_252,58,0,,85
FULL_3D_CONST_538,42,0,,99
AZO_RM_575,70,0,,52
AZO_RM_994,104,0,,55
AZO_RU_30_mut_730,73,0,,18
DCA_TM_2015,37,0,,41
DCA_TM_1525,23,0,,46
DCA_TM_2026,49,0,,44
AZO_RM_858,98,0,,55
AZO_RM_606,57,0,,51
DCA_TM_2474,20,0,,43
AZO_RU_30_mut_720,66,0,,16
DCA_SB_75_394,83,0,,76
DCA_SB_75_293,146,0,,88
AZO_RU_30_mut_899,58,0,,20
DCA_TM_3264,96,0,,44
DCA_TM_2236,88,0,,53
MIN_CONST_8,33,0,,134
AZO_RU_30_mut_702,42,0,,17
AZO_RM_30_mut_43,40,0,,9
NAT_GII_sel_MHOJ01000012.1/1276-1085,87,0,,108
DCA_TM_4051,78,0,,37
FULL_3D_CONST_212,25,0,,97
AZO_RU_30_mut_285,96,0,,19
AZO_RU_30_mut_9,41,0,,15
AZO_RU_30_mut_643,78,0,,13
DCA_TM_74,68,0,,44
DCA_TM_742,97,0,,53
AZO_RM_293,121,0,,54
DCA_SB_50_503,66,0,,87
AZO_RU_30_mut_691,53,0,,17
DCA_TM_3178,42,0,,42
AZO_RU_30_mut_994,37,0,,14
DCA_TM_3978,40,0,,57
DCA_TM_4343,17,0,,41
AZO_RM_30_mut_312,37,0,,11
DCA_SB_75_247,44,0,,86
DCA_TM_1499,24,0,,41
DCA_TM_4560,23,0,,48
DCA_TM_2755,62,0,,47
AZO_RM_30_mut_575,73,0,,8
AZO_RU_30_mut_502,51,0,,21
DCA_SB_75_339,45,0,,63
DCA_TM_3884,110,0,,48
DCA_TM_1416,42,0,,42
AZO_RM_511,35,0,,54
DCA_TM_4903,32,0,,50
FULL_3D_CONST_804,91,0,,102
AZO_RM_719,108,0,,56
DCA_SB_75_108,124,0,,60
AZO_RU_30_mut_13,54,0,,17
AZO_RU_30_mut_55,75,0,,20
DCA_TM_3221,26,0,,39
DCA_TM_3640,27,0,,41
AZO_RU_30_mut_679,149,0,,13
AZO_RM_30_mut_706,103,0,,9
AZO_RM_22,35,0,,63
FULL_3D_CONST_607,47,0,,89
DCA_SB_50_942,43,0,,77
AZO_RU_30_mut_479,63,0,,18
DCA_SB_50_170,105,0,,62
AZO_RM_773,66,0,,62
DCA_TM_934,46,0,,52
AZO_RU_30_mut_420,51,0,,19
AZO_RM_30_mut_573,25,0,,11
DCA_TM_2011,90,0,,46
DCA_SB_50_708,25,0,,82
AZO_RM_410,152,0,,63
AZO_RM_30_mut_849,69,0,,6
MIN_CONST_170,98,0,,136
DCA_TM_2237,26,0,,48
AZO_RM_350,62,0,,57
DCA_TM_2904,57,0,,44
DCA_TM_1983,32,0,,41
DCA_TM_4877,39,0,,37
DCA_SB_75_334,153,0,,70
DCA_SB_75_45,45,0,,89
DCA_TM_4260,41,0,,39
DCA_SB_75_218,109,0,,71
DCA_TM_1771,17,0,,41
DCA_TM_1913,91,0,,52
DCA_TM_2918,47,0,,47
AZO_RU_30_mut_569,99,0,,21
AZO_RU_30_mut_727,77,0,,18
AZO_RM_30_mut_360,54,0,,11
DCA_TM_846,15,0,,42
DCA_TM_860,19,0,,52
AZO_RM_731,87,0,,51
AZO_RU_30_mut_733,40,0,,14
DCA_TM_605,60,0,,50
DCA_SB_50_236,286,0,,55
AZO_RM_30_mut_225,63,0,,9
FULL_3D_CONST_675,134,0,,97
DCA_TM_4869,32,0,,39
DCA_SB_75_723,37,0,,81
AZO_RM_275,39,0,,57
DCA_SB_50_382,80,0,,68
AZO_RM_30_mut_806,55,0,,9
AZO_RU_30_mut_955,102,0,,22
AZO_RU_30_mut_376,82,0,,18
AZO_RM_30_mut_134,108,0,,9
DCA_SB_75_401,123,0,,83
FULL_3D_CONST_287,105,0,,89
AZO_RM_101,59,0,,60
DCA_SB_75_257,35,0,,84
DCA_SB_50_534,79,0,,59
AZO_RM_704,52,0,,46
AZO_RM_30_mut_642,41,0,,9
FULL_3D_CONST_915,115,0,,93
DCA_SB_75_12,86,0,,41
AZO_RU_30_mut_237,91,0,,17
DCA_TM_533,37,0,,41
DCA_TM_4413,49,0,,24
FULL_3D_CONST_813,296,0,,95
AZO_RU_30_mut_988,102,0,,20
DCA_TM_2453,19,0,,53
DCA_TM_721,28,0,,47
AZO_RM_866,60,0,,56
AZO_RU_30_mut_219,80,0,,11
DCA_TM_2004,16,0,,38
AZO_RM_30_mut_138,69,0,,8
AZO_RU_30_mut_792,100,0,,13
AZO_RM_30_mut_888,44,0,,6
AZO_RM_30_mut_211,53,0,,12
DCA_TM_3971,63,0,,42
FULL_3D_CONST_554,46,0,,98
DCA_SB_50_796,1,0,,53
DCA_TM_527,46,0,,38
DCA_SB_50_527,63,0,,12
AZO_RU_30_mut_226,22,0,,16
DCA_TM_974,32,0,,39
AZO_RM_798,40,0,,61
AZO_RM_276,100,0,,52
DCA_TM_2388,22,0,,43
AZO_RM_30_mut_82,31,0,,6
FULL_3D_CONST_630,193,0,,98
DCA_SB_50_703,132,0,,72
DCA_TM_1039,19,0,,51
DCA_SB_50_483,99,0,,75
AZO_RU_30_mut_307,190,0,,16
AZO_RM_30_mut_995,87,0,,5
DCA_TM_1780,43,0,,48
FULL_3D_CONST_739,97,0,,101
DCA_TM_2313,44,0,,49
MIN_CONST_402,199,0,,133
DCA_SB_50_135,59,0,,75
AZO_RM_706,116,0,,60
DCA_SB_50_657,21,0,,81
DCA_SB_50_793,94,0,,72
AZO_RM_30_mut_327,74,0,,9
AZO_RU_30_mut_949,87,0,,15
DCA_SB_75_48,35,0,,66
AZO_RM_30_mut_95,43,0,,12
DCA_SB_50_885,36,0,,80
AZO_RM_522,59,0,,68
AZO_RU_30_mut_131,67,0,,18
AZO_RM_336,138,0,,57
MIN_CONST_357,80,0,,128
AZO_RM_30_mut_262,45,0,,10
AZO_RU_30_mut_274,68,0,,15
DCA_TM_2882,28,0,,44
AZO_RU_30_mut_359,107,0,,18
DCA_TM_4718,30,0,,47
DCA_SB_50_629,8,0,,55
FULL_3D_CONST_933,94,0,,91
FULL_3D_CONST_633,33,0,,93
DCA_SB_75_246,62,0,,83
AZO_RM_349,52,0,,60
DCA_TM_2693,50,0,,44
DCA_TM_4143,171,0,,46
AZO_RM_356,61,0,,48
DCA_TM_3825,28,0,,51
DCA_TM_828,80,0,,39
DCA_TM_3262,29,0,,45
DCA_TM_24,27,0,,35
FULL_3D_CONST_25,219,0,,91
FULL_3D_CONST_714,141,0,,96
DCA_TM_4204,62,0,,55
DCA_TM_3672,58,0,,49
DCA_TM_2113,40,0,,47
DCA_TM_2748,108,0,,40
AZO_RM_30_mut_253,47,0,,7
FULL_3D_CONST_617,59,0,,88
DCA_TM_625,45,0,,47
DCA_SB_50_569,52,0,,50
DCA_SB_50_105,36,0,,66
DCA_TM_429,43,0,,41
DCA_TM_3078,42,0,,53
DCA_TM_3088,25,0,,47
AZO_RU_30_mut_567,45,0,,19
AZO_RM_637,42,0,,51
DCA_SB_75_269,87,0,,76
DCA_SB_50_748,70,0,,19
AZO_RM_822,45,0,,65
AZO_RM_619,54,0,,56
DCA_TM_1752,40,0,,41
FULL_3D_CONST_791,54,0,,100
DCA_TM_2925,46,0,,27
DCA_TM_4873,55,0,,45
AZO_RU_30_mut_723,15,0,,12
DCA_TM_4651,16,0,,47
DCA_SB_75_10,17,0,,69
DCA_TM_2301,12,0,,43
FULL_3D_CONST_65,125,0,,92
DCA_SB_75_662,176,0,,86
AZO_RM_448,118,0,,53
DCA_TM_2189,90,0,,49
DCA_TM_2490,9,0,,47
DCA_SB_50_270,30,0,,78
AZO_RM_30_mut_994,64,0,,8
DCA_TM_3319,51,0,,46
AZO_RM_881,46,0,,60
DCA_TM_2581,47,0,,49
DCA_SB_50_240,114,0,,75
AZO_RU_30_mut_340,80,0,,20
DCA_SB_75_152,35,0,,70
DCA_SB_75_431,148,0,,63
